geoid,year,measure,value,moe,region_type
518100404024,2019,gender_female_count_geo20,756.0,,block_group
517308113002,2019,gender_female_count_geo20,407.0,,block_group
517308113001,2019,gender_female_count_geo20,401.0,,block_group
511539012194,2019,gender_female_count_geo20,316.0,,block_group
510350803002,2019,gender_female_count_geo20,1157.0,,block_group
510350803001,2019,gender_female_count_geo20,704.0,,block_group
510350803003,2019,gender_female_count_geo20,473.0,,block_group
510350806022,2019,gender_female_count_geo20,955.0,,block_group
510350806023,2019,gender_female_count_geo20,598.0,,block_group
510350806021,2019,gender_female_count_geo20,636.0,,block_group
510350806012,2019,gender_female_count_geo20,655.0,,block_group
510350806011,2019,gender_female_count_geo20,298.0,,block_group
510594302012,2019,gender_female_count_geo20,1011.0,,block_group
510594302011,2019,gender_female_count_geo20,1223.0,,block_group
510594922023,2019,gender_female_count_geo20,1026.0,,block_group
510594922022,2019,gender_female_count_geo20,1539.0,,block_group
510594922021,2019,gender_female_count_geo20,755.0,,block_group
510594811043,2019,gender_female_count_geo20,219.0,,block_group
510594811042,2019,gender_female_count_geo20,494.0,,block_group
510594811032,2019,gender_female_count_geo20,951.0,,block_group
510594322021,2019,gender_female_count_geo20,1491.0,,block_group
510594322022,2019,gender_female_count_geo20,985.0,,block_group
510594714022,2019,gender_female_count_geo20,637.0,,block_group
510594714021,2019,gender_female_count_geo20,1001.0,,block_group
511539003004,2019,gender_female_count_geo20,787.0,,block_group
511539012083,2019,gender_female_count_geo20,506.0,,block_group
510890106023,2019,gender_female_count_geo20,652.0,,block_group
510890106011,2019,gender_female_count_geo20,569.0,,block_group
517000322231,2019,gender_female_count_geo20,777.0,,block_group
517000322242,2019,gender_female_count_geo20,804.0,,block_group
517000322244,2019,gender_female_count_geo20,1404.0,,block_group
517000322241,2019,gender_female_count_geo20,744.0,,block_group
517000321323,2019,gender_female_count_geo20,1201.0,,block_group
517000321321,2019,gender_female_count_geo20,556.0,,block_group
517000321324,2019,gender_female_count_geo20,462.0,,block_group
517000321313,2019,gender_female_count_geo20,719.0,,block_group
517000321311,2019,gender_female_count_geo20,376.0,,block_group
517000321314,2019,gender_female_count_geo20,696.0,,block_group
511498503022,2019,gender_female_count_geo20,1421.0,,block_group
510670201012,2019,gender_female_count_geo20,648.0,,block_group
510670201013,2019,gender_female_count_geo20,936.0,,block_group
516800014003,2019,gender_female_count_geo20,1201.0,,block_group
510594324022,2019,gender_female_count_geo20,904.0,,block_group
510594324023,2019,gender_female_count_geo20,812.0,,block_group
510594905022,2019,gender_female_count_geo20,795.0,,block_group
510594825014,2019,gender_female_count_geo20,756.0,,block_group
510594811052,2019,gender_female_count_geo20,1145.0,,block_group
510594811053,2019,gender_female_count_geo20,739.0,,block_group
510690508023,2019,gender_female_count_geo20,1766.0,,block_group
510690508024,2019,gender_female_count_geo20,811.0,,block_group
510690508032,2019,gender_female_count_geo20,1346.0,,block_group
510690508031,2019,gender_female_count_geo20,1947.0,,block_group
510690508011,2019,gender_female_count_geo20,1651.0,,block_group
517750105021,2019,gender_female_count_geo20,635.0,,block_group
517750105023,2019,gender_female_count_geo20,674.0,,block_group
517750105011,2019,gender_female_count_geo20,410.0,,block_group
517750105013,2019,gender_female_count_geo20,645.0,,block_group
510131033002,2019,gender_female_count_geo20,723.0,,block_group
510131016011,2019,gender_female_count_geo20,530.0,,block_group
510131016012,2019,gender_female_count_geo20,294.0,,block_group
510131016033,2019,gender_female_count_geo20,504.0,,block_group
510131016032,2019,gender_female_count_geo20,1005.0,,block_group
510131016031,2019,gender_female_count_geo20,323.0,,block_group
510131014011,2019,gender_female_count_geo20,726.0,,block_group
517600711004,2019,gender_female_count_geo20,1016.0,,block_group
510872004073,2019,gender_female_count_geo20,603.0,,block_group
510872001263,2019,gender_female_count_geo20,459.0,,block_group
510179201002,2019,gender_female_count_geo20,580.0,,block_group
510179201004,2019,gender_female_count_geo20,543.0,,block_group
510872001124,2019,gender_female_count_geo20,685.0,,block_group
510079301005,2019,gender_female_count_geo20,678.0,,block_group
510079301003,2019,gender_female_count_geo20,602.0,,block_group
510079301001,2019,gender_female_count_geo20,631.0,,block_group
510594612012,2019,gender_female_count_geo20,952.0,,block_group
510594612013,2019,gender_female_count_geo20,430.0,,block_group
510594316003,2019,gender_female_count_geo20,903.0,,block_group
518100446002,2019,gender_female_count_geo20,913.0,,block_group
518100454051,2019,gender_female_count_geo20,343.0,,block_group
518100454053,2019,gender_female_count_geo20,340.0,,block_group
518100454052,2019,gender_female_count_geo20,808.0,,block_group
518100454054,2019,gender_female_count_geo20,522.0,,block_group
518100454055,2019,gender_female_count_geo20,327.0,,block_group
518100454121,2019,gender_female_count_geo20,799.0,,block_group
518100454202,2019,gender_female_count_geo20,523.0,,block_group
518100454201,2019,gender_female_count_geo20,1284.0,,block_group
518100454203,2019,gender_female_count_geo20,1041.0,,block_group
518100458063,2019,gender_female_count_geo20,720.0,,block_group
515102001021,2019,gender_female_count_geo20,435.0,,block_group
515102001034,2019,gender_female_count_geo20,673.0,,block_group
515102001032,2019,gender_female_count_geo20,1420.0,,block_group
515102001031,2019,gender_female_count_geo20,612.0,,block_group
515102012032,2019,gender_female_count_geo20,225.0,,block_group
515102012031,2019,gender_female_count_geo20,1179.0,,block_group
515102012041,2019,gender_female_count_geo20,611.0,,block_group
515102018012,2019,gender_female_count_geo20,2644.0,,block_group
515102018013,2019,gender_female_count_geo20,558.0,,block_group
515102018014,2019,gender_female_count_geo20,929.0,,block_group
515102015001,2019,gender_female_count_geo20,728.0,,block_group
515102015003,2019,gender_female_count_geo20,816.0,,block_group
515102016001,2019,gender_female_count_geo20,688.0,,block_group
518100426002,2019,gender_female_count_geo20,981.0,,block_group
510731001002,2019,gender_female_count_geo20,1498.0,,block_group
515500216015,2019,gender_female_count_geo20,894.0,,block_group
515500216011,2019,gender_female_count_geo20,1562.0,,block_group
515500216013,2019,gender_female_count_geo20,615.0,,block_group
515500216012,2019,gender_female_count_geo20,972.0,,block_group
515708304001,2019,gender_female_count_geo20,1185.0,,block_group
515708301001,2019,gender_female_count_geo20,1362.0,,block_group
515708301002,2019,gender_female_count_geo20,548.0,,block_group
515708302002,2019,gender_female_count_geo20,758.0,,block_group
515708305002,2019,gender_female_count_geo20,1229.0,,block_group
510131025002,2019,gender_female_count_geo20,987.0,,block_group
510594155003,2019,gender_female_count_geo20,944.0,,block_group
510411009104,2019,gender_female_count_geo20,450.0,,block_group
510411009102,2019,gender_female_count_geo20,970.0,,block_group
510411009201,2019,gender_female_count_geo20,983.0,,block_group
510411010041,2019,gender_female_count_geo20,1556.0,,block_group
518100404032,2019,gender_female_count_geo20,745.0,,block_group
518100444013,2019,gender_female_count_geo20,482.0,,block_group
511710408003,2019,gender_female_count_geo20,353.0,,block_group
511710408002,2019,gender_female_count_geo20,1203.0,,block_group
511710405003,2019,gender_female_count_geo20,1936.0,,block_group
511710405004,2019,gender_female_count_geo20,580.0,,block_group
511710405002,2019,gender_female_count_geo20,833.0,,block_group
511710405001,2019,gender_female_count_geo20,768.0,,block_group
511710405005,2019,gender_female_count_geo20,618.0,,block_group
511710404002,2019,gender_female_count_geo20,696.0,,block_group
511710404001,2019,gender_female_count_geo20,448.0,,block_group
511710401002,2019,gender_female_count_geo20,861.0,,block_group
511710401004,2019,gender_female_count_geo20,408.0,,block_group
511710401003,2019,gender_female_count_geo20,1167.0,,block_group
510190306011,2019,gender_female_count_geo20,761.0,,block_group
510190306012,2019,gender_female_count_geo20,342.0,,block_group
510190306031,2019,gender_female_count_geo20,386.0,,block_group
510190306032,2019,gender_female_count_geo20,843.0,,block_group
510190306053,2019,gender_female_count_geo20,618.0,,block_group
510190306041,2019,gender_female_count_geo20,618.0,,block_group
510190302022,2019,gender_female_count_geo20,1133.0,,block_group
510190302021,2019,gender_female_count_geo20,1047.0,,block_group
510190305011,2019,gender_female_count_geo20,1002.0,,block_group
518100462064,2019,gender_female_count_geo20,323.0,,block_group
518100462121,2019,gender_female_count_geo20,950.0,,block_group
518100462122,2019,gender_female_count_geo20,605.0,,block_group
518100462132,2019,gender_female_count_geo20,247.0,,block_group
518100444012,2019,gender_female_count_geo20,1028.0,,block_group
518100460021,2019,gender_female_count_geo20,882.0,,block_group
518100460023,2019,gender_female_count_geo20,570.0,,block_group
510050801001,2019,gender_female_count_geo20,708.0,,block_group
510050803022,2019,gender_female_count_geo20,324.0,,block_group
510890103001,2019,gender_female_count_geo20,555.0,,block_group
510890103004,2019,gender_female_count_geo20,448.0,,block_group
510890107002,2019,gender_female_count_geo20,361.0,,block_group
510890107004,2019,gender_female_count_geo20,630.0,,block_group
510890107003,2019,gender_female_count_geo20,216.0,,block_group
510890107001,2019,gender_female_count_geo20,535.0,,block_group
510890102003,2019,gender_female_count_geo20,311.0,,block_group
510890102002,2019,gender_female_count_geo20,1251.0,,block_group
510890102001,2019,gender_female_count_geo20,385.0,,block_group
510890111002,2019,gender_female_count_geo20,333.0,,block_group
511650112003,2019,gender_female_count_geo20,484.0,,block_group
511650115002,2019,gender_female_count_geo20,1377.0,,block_group
511650115001,2019,gender_female_count_geo20,1136.0,,block_group
511650119001,2019,gender_female_count_geo20,913.0,,block_group
511650117002,2019,gender_female_count_geo20,432.0,,block_group
511650117001,2019,gender_female_count_geo20,1834.0,,block_group
511650104001,2019,gender_female_count_geo20,567.0,,block_group
511650118001,2019,gender_female_count_geo20,536.0,,block_group
511650107001,2019,gender_female_count_geo20,878.0,,block_group
511690303001,2019,gender_female_count_geo20,523.0,,block_group
511690303002,2019,gender_female_count_geo20,549.0,,block_group
515900011001,2019,gender_female_count_geo20,741.0,,block_group
515900001001,2019,gender_female_count_geo20,1089.0,,block_group
515900001002,2019,gender_female_count_geo20,1036.0,,block_group
515900001003,2019,gender_female_count_geo20,263.0,,block_group
515900002003,2019,gender_female_count_geo20,816.0,,block_group
515900002002,2019,gender_female_count_geo20,809.0,,block_group
515900014001,2019,gender_female_count_geo20,645.0,,block_group
515900007002,2019,gender_female_count_geo20,355.0,,block_group
515900007003,2019,gender_female_count_geo20,716.0,,block_group
515900004001,2019,gender_female_count_geo20,835.0,,block_group
515900004003,2019,gender_female_count_geo20,206.0,,block_group
515900005002,2019,gender_female_count_geo20,427.0,,block_group
511455004002,2019,gender_female_count_geo20,1475.0,,block_group
511455004001,2019,gender_female_count_geo20,1107.0,,block_group
511710406002,2019,gender_female_count_geo20,758.0,,block_group
511710406003,2019,gender_female_count_geo20,423.0,,block_group
511259501004,2019,gender_female_count_geo20,816.0,,block_group
511076110093,2019,gender_female_count_geo20,683.0,,block_group
511076110092,2019,gender_female_count_geo20,1027.0,,block_group
511076110151,2019,gender_female_count_geo20,1471.0,,block_group
511076110162,2019,gender_female_count_geo20,601.0,,block_group
511076110163,2019,gender_female_count_geo20,797.0,,block_group
511076110161,2019,gender_female_count_geo20,618.0,,block_group
511076110171,2019,gender_female_count_geo20,1037.0,,block_group
511076110172,2019,gender_female_count_geo20,696.0,,block_group
511076110062,2019,gender_female_count_geo20,1731.0,,block_group
511076110201,2019,gender_female_count_geo20,923.0,,block_group
511076110202,2019,gender_female_count_geo20,1661.0,,block_group
518100404023,2019,gender_female_count_geo20,763.0,,block_group
518100404021,2019,gender_female_count_geo20,1846.0,,block_group
518100426001,2019,gender_female_count_geo20,506.0,,block_group
511552101003,2019,gender_female_count_geo20,640.0,,block_group
511552101004,2019,gender_female_count_geo20,619.0,,block_group
511552101001,2019,gender_female_count_geo20,440.0,,block_group
511552101005,2019,gender_female_count_geo20,880.0,,block_group
511552101002,2019,gender_female_count_geo20,1004.0,,block_group
511552104005,2019,gender_female_count_geo20,381.0,,block_group
511552104002,2019,gender_female_count_geo20,271.0,,block_group
511552104004,2019,gender_female_count_geo20,477.0,,block_group
511552104001,2019,gender_female_count_geo20,735.0,,block_group
511552103001,2019,gender_female_count_geo20,338.0,,block_group
511552103003,2019,gender_female_count_geo20,647.0,,block_group
511552107001,2019,gender_female_count_geo20,1053.0,,block_group
511552107002,2019,gender_female_count_geo20,612.0,,block_group
511552105002,2019,gender_female_count_geo20,229.0,,block_group
510131002001,2019,gender_female_count_geo20,712.0,,block_group
510131002002,2019,gender_female_count_geo20,753.0,,block_group
510131002003,2019,gender_female_count_geo20,404.0,,block_group
510131002006,2019,gender_female_count_geo20,556.0,,block_group
510131010003,2019,gender_female_count_geo20,435.0,,block_group
510131010001,2019,gender_female_count_geo20,379.0,,block_group
510131021002,2019,gender_female_count_geo20,781.0,,block_group
510131021001,2019,gender_female_count_geo20,461.0,,block_group
510131022001,2019,gender_female_count_geo20,423.0,,block_group
515500211021,2019,gender_female_count_geo20,1818.0,,block_group
515500210061,2019,gender_female_count_geo20,2234.0,,block_group
515500211012,2019,gender_female_count_geo20,975.0,,block_group
515500214011,2019,gender_female_count_geo20,986.0,,block_group
515500213011,2019,gender_female_count_geo20,544.0,,block_group
515500213022,2019,gender_female_count_geo20,1744.0,,block_group
515500200011,2019,gender_female_count_geo20,703.0,,block_group
515500200023,2019,gender_female_count_geo20,663.0,,block_group
515500200022,2019,gender_female_count_geo20,820.0,,block_group
518100440011,2019,gender_female_count_geo20,598.0,,block_group
518100462252,2019,gender_female_count_geo20,703.0,,block_group
518100462251,2019,gender_female_count_geo20,845.0,,block_group
517700006021,2019,gender_female_count_geo20,573.0,,block_group
517700026001,2019,gender_female_count_geo20,622.0,,block_group
517700026003,2019,gender_female_count_geo20,477.0,,block_group
517700006012,2019,gender_female_count_geo20,570.0,,block_group
517700006013,2019,gender_female_count_geo20,1657.0,,block_group
515500208062,2019,gender_female_count_geo20,834.0,,block_group
515500208043,2019,gender_female_count_geo20,1515.0,,block_group
510594618021,2019,gender_female_count_geo20,965.0,,block_group
510594618023,2019,gender_female_count_geo20,395.0,,block_group
510594605021,2019,gender_female_count_geo20,1637.0,,block_group
510594605023,2019,gender_female_count_geo20,842.0,,block_group
510594605011,2019,gender_female_count_geo20,1264.0,,block_group
510594802022,2019,gender_female_count_geo20,782.0,,block_group
510594222023,2019,gender_female_count_geo20,1164.0,,block_group
510594925001,2019,gender_female_count_geo20,945.0,,block_group
510594925002,2019,gender_female_count_geo20,933.0,,block_group
510594154021,2019,gender_female_count_geo20,458.0,,block_group
510594327011,2019,gender_female_count_geo20,1596.0,,block_group
510594327021,2019,gender_female_count_geo20,1349.0,,block_group
510594402021,2019,gender_female_count_geo20,780.0,,block_group
517100009021,2019,gender_female_count_geo20,3429.0,,block_group
516500102001,2019,gender_female_count_geo20,701.0,,block_group
510594905011,2019,gender_female_count_geo20,650.0,,block_group
510594917051,2019,gender_female_count_geo20,1735.0,,block_group
510594205021,2019,gender_female_count_geo20,480.0,,block_group
511330203002,2019,gender_female_count_geo20,337.0,,block_group
511330203001,2019,gender_female_count_geo20,387.0,,block_group
511330203006,2019,gender_female_count_geo20,680.0,,block_group
511339901000,2019,gender_female_count_geo20,0.0,,block_group
511670302006,2019,gender_female_count_geo20,677.0,,block_group
511670302005,2019,gender_female_count_geo20,659.0,,block_group
511670302004,2019,gender_female_count_geo20,470.0,,block_group
511670302003,2019,gender_female_count_geo20,405.0,,block_group
511670302002,2019,gender_female_count_geo20,37.0,,block_group
511670302001,2019,gender_female_count_geo20,380.0,,block_group
511670303002,2019,gender_female_count_geo20,470.0,,block_group
511670303003,2019,gender_female_count_geo20,262.0,,block_group
511670303001,2019,gender_female_count_geo20,609.0,,block_group
511670303004,2019,gender_female_count_geo20,553.0,,block_group
510131017014,2019,gender_female_count_geo20,935.0,,block_group
510131017012,2019,gender_female_count_geo20,961.0,,block_group
510131017011,2019,gender_female_count_geo20,330.0,,block_group
510131018021,2019,gender_female_count_geo20,691.0,,block_group
517100066064,2019,gender_female_count_geo20,233.0,,block_group
517109803001,2019,gender_female_count_geo20,0.0,,block_group
511350001001,2019,gender_female_count_geo20,578.0,,block_group
511350001004,2019,gender_female_count_geo20,667.0,,block_group
511350001002,2019,gender_female_count_geo20,746.0,,block_group
511350001003,2019,gender_female_count_geo20,260.0,,block_group
511359801001,2019,gender_female_count_geo20,5.0,,block_group
510770603002,2019,gender_female_count_geo20,230.0,,block_group
510770603003,2019,gender_female_count_geo20,479.0,,block_group
510770603001,2019,gender_female_count_geo20,154.0,,block_group
510770601022,2019,gender_female_count_geo20,408.0,,block_group
511030301002,2019,gender_female_count_geo20,379.0,,block_group
511030301001,2019,gender_female_count_geo20,270.0,,block_group
511770201042,2019,gender_female_count_geo20,582.0,,block_group
510839303021,2019,gender_female_count_geo20,931.0,,block_group
510839306002,2019,gender_female_count_geo20,847.0,,block_group
510839306001,2019,gender_female_count_geo20,938.0,,block_group
510839306004,2019,gender_female_count_geo20,494.0,,block_group
510853207022,2019,gender_female_count_geo20,551.0,,block_group
510932801053,2019,gender_female_count_geo20,1099.0,,block_group
510932801052,2019,gender_female_count_geo20,259.0,,block_group
510932801042,2019,gender_female_count_geo20,883.0,,block_group
510594210023,2019,gender_female_count_geo20,762.0,,block_group
510594210021,2019,gender_female_count_geo20,376.0,,block_group
510594221011,2019,gender_female_count_geo20,2213.0,,block_group
510594224011,2019,gender_female_count_geo20,392.0,,block_group
510594224012,2019,gender_female_count_geo20,1043.0,,block_group
510050803021,2019,gender_female_count_geo20,309.0,,block_group
510050802011,2019,gender_female_count_geo20,694.0,,block_group
510050802022,2019,gender_female_count_geo20,265.0,,block_group
510050802021,2019,gender_female_count_geo20,550.0,,block_group
510050803011,2019,gender_female_count_geo20,847.0,,block_group
510538402003,2019,gender_female_count_geo20,972.0,,block_group
510538402002,2019,gender_female_count_geo20,716.0,,block_group
510538405001,2019,gender_female_count_geo20,1471.0,,block_group
510538405002,2019,gender_female_count_geo20,517.0,,block_group
510690504004,2019,gender_female_count_geo20,714.0,,block_group
510690504002,2019,gender_female_count_geo20,843.0,,block_group
510690507002,2019,gender_female_count_geo20,615.0,,block_group
510690507001,2019,gender_female_count_geo20,860.0,,block_group
510690509001,2019,gender_female_count_geo20,1453.0,,block_group
510690509002,2019,gender_female_count_geo20,1109.0,,block_group
510690501001,2019,gender_female_count_geo20,598.0,,block_group
510690501002,2019,gender_female_count_geo20,684.0,,block_group
510690501004,2019,gender_female_count_geo20,1163.0,,block_group
510690501003,2019,gender_female_count_geo20,451.0,,block_group
510690505002,2019,gender_female_count_geo20,606.0,,block_group
510690505001,2019,gender_female_count_geo20,513.0,,block_group
510690505005,2019,gender_female_count_geo20,630.0,,block_group
510690505003,2019,gender_female_count_geo20,534.0,,block_group
510690510003,2019,gender_female_count_geo20,911.0,,block_group
510690510004,2019,gender_female_count_geo20,1531.0,,block_group
510690510001,2019,gender_female_count_geo20,556.0,,block_group
517600204004,2019,gender_female_count_geo20,329.0,,block_group
517600204003,2019,gender_female_count_geo20,483.0,,block_group
517600210002,2019,gender_female_count_geo20,396.0,,block_group
517600302002,2019,gender_female_count_geo20,284.0,,block_group
517600302001,2019,gender_female_count_geo20,1093.0,,block_group
517600405001,2019,gender_female_count_geo20,732.0,,block_group
517600409001,2019,gender_female_count_geo20,662.0,,block_group
517600416002,2019,gender_female_count_geo20,282.0,,block_group
517600205002,2019,gender_female_count_geo20,1897.0,,block_group
517600206001,2019,gender_female_count_geo20,467.0,,block_group
517600206002,2019,gender_female_count_geo20,442.0,,block_group
515102013001,2019,gender_female_count_geo20,398.0,,block_group
511690304001,2019,gender_female_count_geo20,476.0,,block_group
511690304003,2019,gender_female_count_geo20,506.0,,block_group
511690302001,2019,gender_female_count_geo20,515.0,,block_group
511690302003,2019,gender_female_count_geo20,440.0,,block_group
511690302004,2019,gender_female_count_geo20,142.0,,block_group
511210204003,2019,gender_female_count_geo20,663.0,,block_group
511210204002,2019,gender_female_count_geo20,494.0,,block_group
511277001001,2019,gender_female_count_geo20,898.0,,block_group
511277001002,2019,gender_female_count_geo20,1541.0,,block_group
511277003004,2019,gender_female_count_geo20,1026.0,,block_group
511277003001,2019,gender_female_count_geo20,846.0,,block_group
511277002001,2019,gender_female_count_geo20,1725.0,,block_group
511277002002,2019,gender_female_count_geo20,519.0,,block_group
510150710001,2019,gender_female_count_geo20,435.0,,block_group
510150710004,2019,gender_female_count_geo20,570.0,,block_group
510150701001,2019,gender_female_count_geo20,591.0,,block_group
510150701003,2019,gender_female_count_geo20,368.0,,block_group
510150701002,2019,gender_female_count_geo20,282.0,,block_group
510150708001,2019,gender_female_count_geo20,637.0,,block_group
510150708005,2019,gender_female_count_geo20,394.0,,block_group
510594501003,2019,gender_female_count_geo20,161.0,,block_group
510594511002,2019,gender_female_count_geo20,724.0,,block_group
510594511001,2019,gender_female_count_geo20,482.0,,block_group
510594920001,2019,gender_female_count_geo20,1360.0,,block_group
510594920003,2019,gender_female_count_geo20,889.0,,block_group
510594920002,2019,gender_female_count_geo20,1145.0,,block_group
510594921002,2019,gender_female_count_geo20,671.0,,block_group
510594921003,2019,gender_female_count_geo20,857.0,,block_group
510594921004,2019,gender_female_count_geo20,444.0,,block_group
510594921001,2019,gender_female_count_geo20,983.0,,block_group
516500104002,2019,gender_female_count_geo20,553.0,,block_group
516500104003,2019,gender_female_count_geo20,1577.0,,block_group
516500104004,2019,gender_female_count_geo20,402.0,,block_group
516500104005,2019,gender_female_count_geo20,517.0,,block_group
516500105013,2019,gender_female_count_geo20,623.0,,block_group
516500105011,2019,gender_female_count_geo20,2014.0,,block_group
516500109001,2019,gender_female_count_geo20,1065.0,,block_group
516500120001,2019,gender_female_count_geo20,1333.0,,block_group
516300002004,2019,gender_female_count_geo20,512.0,,block_group
516300003023,2019,gender_female_count_geo20,558.0,,block_group
516300003022,2019,gender_female_count_geo20,1064.0,,block_group
516300003021,2019,gender_female_count_geo20,823.0,,block_group
516300003011,2019,gender_female_count_geo20,1728.0,,block_group
510479301022,2019,gender_female_count_geo20,1187.0,,block_group
510890110003,2019,gender_female_count_geo20,719.0,,block_group
510190301031,2019,gender_female_count_geo20,1870.0,,block_group
510190301041,2019,gender_female_count_geo20,1478.0,,block_group
510190301042,2019,gender_female_count_geo20,756.0,,block_group
510190305042,2019,gender_female_count_geo20,746.0,,block_group
510190305031,2019,gender_female_count_geo20,525.0,,block_group
510190305032,2019,gender_female_count_geo20,255.0,,block_group
515900005003,2019,gender_female_count_geo20,234.0,,block_group
515500213024,2019,gender_female_count_geo20,1166.0,,block_group
511210202015,2019,gender_female_count_geo20,428.0,,block_group
511210202011,2019,gender_female_count_geo20,292.0,,block_group
511210202014,2019,gender_female_count_geo20,421.0,,block_group
510210402001,2019,gender_female_count_geo20,613.0,,block_group
510210402003,2019,gender_female_count_geo20,411.0,,block_group
518000754041,2019,gender_female_count_geo20,544.0,,block_group
518000756021,2019,gender_female_count_geo20,657.0,,block_group
510210402002,2019,gender_female_count_geo20,315.0,,block_group
510210401002,2019,gender_female_count_geo20,425.0,,block_group
510210401001,2019,gender_female_count_geo20,637.0,,block_group
516105003002,2019,gender_female_count_geo20,1055.0,,block_group
516105001002,2019,gender_female_count_geo20,598.0,,block_group
516105001001,2019,gender_female_count_geo20,1121.0,,block_group
516105002004,2019,gender_female_count_geo20,813.0,,block_group
517100016001,2019,gender_female_count_geo20,518.0,,block_group
510872006001,2019,gender_female_count_geo20,406.0,,block_group
510872006004,2019,gender_female_count_geo20,763.0,,block_group
510872001061,2019,gender_female_count_geo20,628.0,,block_group
510872001063,2019,gender_female_count_geo20,1009.0,,block_group
510872001062,2019,gender_female_count_geo20,924.0,,block_group
510872001072,2019,gender_female_count_geo20,1229.0,,block_group
510872001071,2019,gender_female_count_geo20,1618.0,,block_group
510872001073,2019,gender_female_count_geo20,1238.0,,block_group
518100462241,2019,gender_female_count_geo20,813.0,,block_group
518100462242,2019,gender_female_count_geo20,770.0,,block_group
518100462243,2019,gender_female_count_geo20,803.0,,block_group
518100456031,2019,gender_female_count_geo20,390.0,,block_group
518100456032,2019,gender_female_count_geo20,508.0,,block_group
518100454251,2019,gender_female_count_geo20,1042.0,,block_group
517109802001,2019,gender_female_count_geo20,0.0,,block_group
510594302022,2019,gender_female_count_geo20,829.0,,block_group
510594302021,2019,gender_female_count_geo20,942.0,,block_group
510594302023,2019,gender_female_count_geo20,794.0,,block_group
510594405011,2019,gender_female_count_geo20,1182.0,,block_group
510594405013,2019,gender_female_count_geo20,750.0,,block_group
511119301003,2019,gender_female_count_geo20,379.0,,block_group
511119301002,2019,gender_female_count_geo20,1028.0,,block_group
510131018023,2019,gender_female_count_geo20,716.0,,block_group
510131018024,2019,gender_female_count_geo20,798.0,,block_group
510131016022,2019,gender_female_count_geo20,348.0,,block_group
510131016021,2019,gender_female_count_geo20,505.0,,block_group
510131035031,2019,gender_female_count_geo20,1188.0,,block_group
510131029022,2019,gender_female_count_geo20,926.0,,block_group
510139801001,2019,gender_female_count_geo20,0.0,,block_group
511455002004,2019,gender_female_count_geo20,968.0,,block_group
511730301003,2019,gender_female_count_geo20,267.0,,block_group
511210211004,2019,gender_female_count_geo20,699.0,,block_group
511210211003,2019,gender_female_count_geo20,1180.0,,block_group
511539012341,2019,gender_female_count_geo20,997.0,,block_group
511539013032,2019,gender_female_count_geo20,594.0,,block_group
510594310011,2019,gender_female_count_geo20,821.0,,block_group
510594911011,2019,gender_female_count_geo20,798.0,,block_group
510131022005,2019,gender_female_count_geo20,1254.0,,block_group
510131015006,2019,gender_female_count_geo20,779.0,,block_group
517600104021,2019,gender_female_count_geo20,666.0,,block_group
517600104022,2019,gender_female_count_geo20,636.0,,block_group
517600104012,2019,gender_female_count_geo20,657.0,,block_group
517600706022,2019,gender_female_count_geo20,742.0,,block_group
517600706021,2019,gender_female_count_geo20,800.0,,block_group
517600706012,2019,gender_female_count_geo20,1112.0,,block_group
511710402012,2019,gender_female_count_geo20,875.0,,block_group
511710402021,2019,gender_female_count_geo20,877.0,,block_group
510950802051,2019,gender_female_count_geo20,794.0,,block_group
511790102122,2019,gender_female_count_geo20,1150.0,,block_group
511790102141,2019,gender_female_count_geo20,737.0,,block_group
511790102142,2019,gender_female_count_geo20,1009.0,,block_group
510411004091,2019,gender_female_count_geo20,535.0,,block_group
510411004093,2019,gender_female_count_geo20,999.0,,block_group
518000755023,2019,gender_female_count_geo20,453.0,,block_group
518000755022,2019,gender_female_count_geo20,634.0,,block_group
518000755021,2019,gender_female_count_geo20,904.0,,block_group
510872004103,2019,gender_female_count_geo20,1045.0,,block_group
510872004042,2019,gender_female_count_geo20,854.0,,block_group
518000752012,2019,gender_female_count_geo20,933.0,,block_group
518000755015,2019,gender_female_count_geo20,508.0,,block_group
518000755014,2019,gender_female_count_geo20,337.0,,block_group
510131023012,2019,gender_female_count_geo20,234.0,,block_group
510131020012,2019,gender_female_count_geo20,705.0,,block_group
510131020021,2019,gender_female_count_geo20,624.0,,block_group
510131023024,2019,gender_female_count_geo20,834.0,,block_group
510131023021,2019,gender_female_count_geo20,354.0,,block_group
511670306001,2019,gender_female_count_geo20,378.0,,block_group
511670306002,2019,gender_female_count_geo20,664.0,,block_group
511670301002,2019,gender_female_count_geo20,577.0,,block_group
511670301005,2019,gender_female_count_geo20,275.0,,block_group
511670301004,2019,gender_female_count_geo20,386.0,,block_group
511670305002,2019,gender_female_count_geo20,277.0,,block_group
511559801001,2019,gender_female_count_geo20,0.0,,block_group
511552102022,2019,gender_female_count_geo20,589.0,,block_group
511552102023,2019,gender_female_count_geo20,607.0,,block_group
511539015044,2019,gender_female_count_geo20,878.0,,block_group
511539015041,2019,gender_female_count_geo20,437.0,,block_group
511559802001,2019,gender_female_count_geo20,0.0,,block_group
511552102012,2019,gender_female_count_geo20,804.0,,block_group
510190501001,2019,gender_female_count_geo20,874.0,,block_group
510190501002,2019,gender_female_count_geo20,585.0,,block_group
510190501004,2019,gender_female_count_geo20,965.0,,block_group
510190501005,2019,gender_female_count_geo20,676.0,,block_group
